# Q-learning Table (State-Action Values)
-8.9542,-8.9516,-8.9529,-8.9556,-8.9547
-8.9555,-8.9465,-8.9518,-8.9504,-8.9498
0.0000,0.0000,0.0000,0.0000,0.0000
10.0000,0.0000,0.0000,0.0000,0.0000
-0.1000,-0.5019,-0.1900,-0.1000,0.0000
-7.5610,-12.3478,-5.2072,-5.1917,-5.1974
-2.8997,-2.9482,-10.0520,-10.5744,-11.8575
-24.0876,-8.9398,-8.9368,-8.9303,-8.9384
-8.9448,-8.9507,-8.9466,-8.9426,-8.9464
-8.9442,-8.9421,-8.9436,-8.9406,-8.9499
